Rank,Company,Industry,Revenue,Profit,Profit %,Year,Employees
121,Philip Morris International,Tobacco,35174,7813,0.222124296,2024,82700
196,Altria Group,Tobacco,20502,8130,0.396546678,2024,6400
128,Philip Morris International,Tobacco,31762,9048,0.284868711,2023,79800
194,Altria Group,Tobacco,20688,5764,0.278615623,2023,6300
110,Philip Morris International,Tobacco,31405,9109,0.290049355,2022,69600
165,Altria Group,Tobacco,21111,2475,0.117237459,2022,6000
101,Philip Morris International,Tobacco,28694,8056,0.280755559,2021,71000
138,Altria Group,Tobacco,20841,4467,0.214337124,2021,7100
107,Philip Morris International,Tobacco,29805,7185,0.241066935,2020,73500
167,Altria Group,Tobacco,19796,1293,0.065316226,2020,7300
110,Philip Morris International,Tobacco,29625,7911,0.267037975,2019,77400
162,Altria Group,Tobacco,19627,6963,0.354766393,2019,8300
108,Philip Morris International,Tobacco,28748,6035,0.209927647,2018,80600
154,Altria Group,Tobacco,19494,10222,0.524366472,2018,8300
104,Philip Morris International,Tobacco,26685,6967,0.261083005,2017,79500
148,Altria Group,Tobacco,19337,14239,0.736360345,2017,8300
223,Reynolds American,Tobacco,12503,6073,0.485723426,2017,5525
106,Philip Morris International,Tobacco,26794,6873,0.256512652,2016,80200
149,Altria Group,Tobacco,18854,5241,0.277978148,2016,8800
266,Reynolds American,Tobacco,10675,3253,0.304730679,2016,5650
102,Philip Morris International,Tobacco,29767,7493,0.251721705,2015,82500
169,Altria Group,Tobacco,17945,5070,0.282529953,2015,9000
337,Reynolds American,Tobacco,8471,1470,0.173533231,2015,5350
100,Philip Morris International,Tobacco,31217,8576,0.274722107,2014,
161,Altria Group,Tobacco,17663,4535,0.256751401,2014,
329,Reynolds American,Tobacco,8236,1718,0.208596406,2014,
496,Lorillard,Tobacco,4972,1180,0.237329043,2014,
99,Philip Morris International,Tobacco,31377,8800,0.28046021,2013,
159,Altria Group,Tobacco,17500,4180,0.238857143,2013,
316,Reynolds American,Tobacco,8304,1272,0.153179191,2013,
99,Philip Morris International,Tobacco,31097,8591,0.276264591,2012,
156,Altria Group,Tobacco,16619,3390,0.203983393,2012,
302,Reynolds American,Tobacco,8541,1406,0.164617726,2012,
94,Philip Morris International,Tobacco,27208,7259,0.26679653,2011,
154,Altria Group,Tobacco,16892,3905,0.23117452,2011,
284,Reynolds American,Tobacco,8551,1113,0.130160215,2011,
352,Fortune Brands,Tobacco,6570.5,487.6,0.074210486,2011,
94,Philip Morris International,Tobacco,25035,6342,0.253325345,2010,
137,Altria Group,Tobacco,16824,3206,0.190561103,2010,
272,Reynolds American,Tobacco,8419,962,0.114265352,2010,
351,Fortune Brands,Tobacco,6205.4,242.8,0.039127212,2010,
93,Philip Morris International,Tobacco,25705,6890,0.268041237,2009,
160,Altria Group,Tobacco,15957,4930,0.308955317,2009,
294,Reynolds American,Tobacco,8845,1338,0.151271905,2009,
351,Fortune Brands,Tobacco,7105.1,311.1,0.04378545,2009,
61,Altria Group,Tobacco,38051,9786,0.257181152,2008,
290,Reynolds American,Tobacco,9023,1308,0.144962873,2008,
311,Fortune Brands,Tobacco,8291.4,762.6,0.091974817,2008,
23,Altria Group,Tobacco,70324,12022,0.170951595,2007,
288,Reynolds American,Tobacco,8510,1210,0.142185664,2007,
294,Fortune Brands,Tobacco,8255,830.1,0.100557238,2007,
20,Altria Group,Tobacco,69148,10435,0.150908197,2006,
280,Reynolds American,Tobacco,8256,1042,0.12621124,2006,
305,Fortune Brands,Tobacco,7498.5,621.1,0.082829899,2006,
17,Altria Group,Tobacco,64440,9416,0.146120422,2005,
301,Fortune Brands,Tobacco,7021.2,783.8,0.111633339,2005,
321,Reynolds American,Tobacco,6437,688,0.106882088,2005,
15,Altria Group,Tobacco,60704,9204,0.15162098,2004,
311,Fortune Brands,Tobacco,5912.5,578.7,0.097877378,2004,
341,Reynolds American,Tobacco,5267,-3446,-0.654262388,2004,
11,Altria Group,Tobacco,62182,11102,0.178540414,2003,
281,Reynolds American,Tobacco,6211,-44,-0.007084205,2003,
313,Fortune Brands,Tobacco,5366.6,525.6,0.097939105,2003,
10,Altria Group,Tobacco,72944,8560,0.117350296,2002,
224,Reynolds American,Tobacco,8585,435,0.050669773,2002,
327,Fortune Brands,Tobacco,5318.3,386,0.072579584,2002,
11,Altria Group,Tobacco,63276,8510,0.13449017,2001,
235,Reynolds American,Tobacco,8167,1827,0.223705155,2001,
325,Fortune Brands,Tobacco,5491.8,-137.7,-0.025073746,2001,
478,Universal,Tobacco,3402,113.8,0.033450911,2001,
9,Altria Group,Tobacco,61751,7675,0.124289485,2000,
155,Reynolds American,Tobacco,11394,2343,0.205634544,2000,
321,Fortune Brands,Tobacco,5122.9,-890.6,-0.173846845,2000,
398,Universal,Tobacco,4004.9,127.3,0.031786062,2000,
8,Altria Group,Tobacco,57813,5372,0.092920277,1999,
329,Fortune Brands,Tobacco,4797.2,263.1,0.054844493,1999,
361,Universal,Tobacco,4287.2,141.3,0.032958574,1999,
9,Altria Group,Tobacco,56114,6310,0.112449656,1998,
225,Fortune Brands,Tobacco,7000.8,98.5,0.014069821,1998,
358,Universal,Tobacco,4112.7,100.9,0.024533761,1998,
10,Altria Group,Tobacco,54553,6303,0.115539017,1997,
247,Fortune Brands,Tobacco,5776.3,486.5,0.084223465,1997,
379,Universal,Tobacco,3570.2,72.2,0.020222957,1997,
10,Altria Group,Tobacco,53139,5450,0.102561207,1996,
221,Fortune Brands,Tobacco,5904.9,540.4,0.091517215,1996,
379,Universal,Tobacco,3280.9,25.6,0.007802737,1996,
10,Altria Group,Tobacco,53776,4725,0.087864475,1995,
137,Fortune Brands,Tobacco,8441.5,734.1,0.086963217,1995,
380,Universal,Tobacco,2975.1,9.2,0.003092333,1995,
7,Altria Group,Tobacco,50621,3091,0.061061615,1994,
61,Fortune Brands,Tobacco,8287.5,469.8,0.056687783,1994,
160,Universal,Tobacco,3047.2,80.2,0.026319244,1994,
312,Standard Commercial,Tobacco,1239.5,21.2,0.017103671,1994,
356,Dimon,Tobacco,1065.4,39.3,0.036887554,1994,
449,Reynolds & Reynolds,Tobacco,697,33.4,0.047919656,1994,
7,Altria Group,Tobacco,50157,4939,0.098470802,1993,
57,Fortune Brands,Tobacco,8840.3,883.8,0.099973983,1993,
160,Universal,Tobacco,2989,70.7,0.023653396,1993,
314,Standard Commercial,Tobacco,1185,22.3,0.018818565,1993,
337,Dimon,Tobacco,1084.9,30.3,0.027928841,1993,
376,Brooke Group,Tobacco,919,-75.8,-0.082480958,1993,
465,Reynolds & Reynolds,Tobacco,647.5,39.2,0.060540541,1993,
7,Altria Group,Tobacco,48109,3006,0.062483111,1992,
61,Fortune Brands,Tobacco,8379,806.1,0.096204798,1992,
144,Universal,Tobacco,3274.4,20.2,0.006169069,1992,
305,Brooke Group,Tobacco,1174.8,-149.6,-0.127340824,1992,
329,Standard Commercial,Tobacco,1046.2,-9.6,-0.009176066,1992,
334,Dimon,Tobacco,1012.1,21.2,0.020946547,1992,
467,Reynolds & Reynolds,Tobacco,602,22.5,0.037375415,1992,
7,Altria Group,Tobacco,44323,3540,0.07986824,1991,
57,Fortune Brands,Tobacco,8270.3,596,0.0720651,1991,
162,Universal,Tobacco,2815.1,45.1,0.016020745,1991,
253,Lorillard,Tobacco,1605.3,482.8,0.300753753,1991,
353,Standard Commercial,Tobacco,945.1,-4.9,-0.005184637,1991,
403,Dimon,Tobacco,768.4,12,0.015616866,1991,
470,Reynolds & Reynolds,Tobacco,599.1,24.4,0.040727758,1991,
7,Altria Group,Tobacco,39069,2946,0.075405053,1990,
64,Fortune Brands,Tobacco,7264.7,630.8,0.08683084,1990,
157,Universal,Tobacco,2920.3,54,0.018491251,1990,
264,Lorillard,Tobacco,1475.3,398.8,0.270317901,1990,
356,Standard Commercial,Tobacco,951.4,1.6,0.001681732,1990,
427,Dimon,Tobacco,689.5,14.6,0.021174764,1990,
465,Reynolds & Reynolds,Tobacco,604.5,27.2,0.044995864,1990,
10,Altria Group,Tobacco,25860,2337,0.09037123,1989,
58,Fortune Brands,Tobacco,7477,580,0.077571218,1989,
177,Universal,Tobacco,2414,61,0.025269263,1989,
263,Lorillard,Tobacco,1410,368,0.260992908,1989,
390,Standard Commercial,Tobacco,750,17,0.022666667,1989,
446,Reynolds & Reynolds,Tobacco,600,26,0.043333333,1989,
470,Dimon,Tobacco,555,13,0.023423423,1989,
12,Altria Group,Tobacco,22279,1842,0.082678756,1988,
65,Fortune Brands,Tobacco,6323,523,0.082713902,1988,
184,Universal,Tobacco,2104,56,0.02661597,1988,
447,Reynolds & Reynolds,Tobacco,563,21,0.037300178,1988,
12,Altria Group,Tobacco,20681,1478,0.071466564,1987,
68,Fortune Brands,Tobacco,5261.2,365.3,0.069432829,1987,
27,Altria Group,Tobacco,12149,1255,0.103300683,1986,
78,Fortune Brands,Tobacco,4692.4,420.9,0.089698235,1986,
32,Altria Group,Tobacco,10137.8,888.5,0.087642289,1985,
84,Fortune Brands,Tobacco,4475,414.1,0.092536313,1985,
35,Altria Group,Tobacco,9465.6,903.5,0.095450896,1984,
79,Fortune Brands,Tobacco,4436.5,390.3,0.087974755,1984,
32,Altria Group,Tobacco,9101.6,781.8,0.085896985,1983,
90,Fortune Brands,Tobacco,4025.8,381.2,0.094689254,1983,
43,Altria Group,Tobacco,8306.6,676.2,0.081405148,1982,
90,Batus,Tobacco,4245.5,179.7,0.04232717,1982,
96,Fortune Brands,Tobacco,4039.1,386.1,0.095590602,1982,
306,Universal Leaf Tobacco,Tobacco,1039.7,31.3,0.030104838,1982,
45,Altria Group,Tobacco,7328.3,576.8,0.078708568,1981,
86,Fortune Brands,Tobacco,4276.5,405.5,0.094820531,1981,
305,Universal Leaf Tobacco,Tobacco,992.4,28.4,0.028617493,1981,
49,Altria Group,Tobacco,6144.1,507.9,0.08266467,1980,
89,Fortune Brands,Tobacco,3772.2,347.3,0.092068289,1980,
286,Liggett Group,Tobacco,995.2,53.9,0.054159968,1980,
292,Universal Leaf Tobacco,Tobacco,978.2,25.5,0.026068289,1980,
46,Altria Group,Tobacco,4968.9,408.6,0.08223148,1979,
83,Fortune Brands,Tobacco,3293.5,211.5,0.064217398,1979,
277,Liggett Group,Tobacco,891.7,56.8,0.063698553,1979,
290,Universal Leaf Tobacco,Tobacco,839.2,21.3,0.025381316,1979,
52,Altria Group,Tobacco,3849.5,334.9,0.086998311,1978,
86,Fortune Brands,Tobacco,2892,157.8,0.054564315,1978,
280,Liggett Group,Tobacco,816.6,2.6,0.003183933,1978,
296,Universal Leaf Tobacco,Tobacco,737.3,19.6,0.02658348,1978,
65,Altria Group,Tobacco,3134.5,265.7,0.08476631,1977,
80,Fortune Brands,Tobacco,2671.6,122,0.045665519,1977,
283,Liggett Group,Tobacco,719.2,36.2,0.050333704,1977,
290,Universal Leaf Tobacco,Tobacco,706.1,18,0.02549214,1977,
72,Fortune Brands,Tobacco,2569.7,148.5,0.057788847,1976,
74,Altria Group,Tobacco,2564,211.6,0.082527301,1976,
260,Universal Leaf Tobacco,Tobacco,760.5,14,0.018408941,1976,
277,Liggett Group,Tobacco,676,36.2,0.053550296,1976,
85,Fortune Brands,Tobacco,2210.4,136.7,0.06184401,1975,
92,Altria Group,Tobacco,2042.1,175.5,0.085940943,1975,
284,Liggett Group,Tobacco,627.3,28.5,0.045432807,1975,
285,Universal Leaf Tobacco,Tobacco,626.1,11.4,0.018207954,1975,
82,Fortune Brands,Tobacco,1864.9,131.3,0.07040592,1974,
92,Altria Group,Tobacco,1709,148.6,0.086951434,1974,
264,Liggett Group,Tobacco,582.8,29.2,0.050102951,1974,
275,Universal Leaf Tobacco,Tobacco,545.3,10,0.018338529,1974,
73,Fortune Brands,Tobacco,1734.3,123.3,0.071094966,1973,
98,Altria Group,Tobacco,1408.3,124.5,0.088404459,1973,
231,Liggett Group,Tobacco,598.2,31.3,0.052323638,1973,
262,Universal Leaf Tobacco,Tobacco,498.4,8.9,0.017857143,1973,
69,Fortune Brands,Tobacco,1626.8,119.4,0.073395623,1972,
107,Altria Group,Tobacco,1210,101.5,0.083884298,1972,
212,Liggett Group,Tobacco,586.4,35.9,0.06122101,1972,
251,Universal Leaf Tobacco,Tobacco,462.9,8.3,0.017930439,1972,
74,Fortune Brands,Tobacco,1447.6,108.2,0.074744405,1971,
123,Altria Group,Tobacco,990.3,77.5,0.078259113,1971,
210,Liggett Group,Tobacco,529.9,28.8,0.054349877,1971,
80,Fortune Brands,Tobacco,1361.3,98.5,0.072357306,1970,
145,Altria Group,Tobacco,769,58.3,0.075812744,1970,
219,Liggett Group,Tobacco,488.7,24.9,0.050951504,1970,
85,Fortune Brands,Tobacco,1117.4,92.9,0.083139431,1969,
147,Altria Group,Tobacco,675.4,48.9,0.07240154,1969,
219,Liggett Group,Tobacco,438.2,24.1,0.054997718,1969,
255,Lorillard,Tobacco,359.2,30.7,0.085467706,1969,
91,Fortune Brands,Tobacco,952.8,89.2,0.093618808,1968,
148,Altria Group,Tobacco,588.6,43.6,0.074074074,1968,
220,Liggett Group,Tobacco,384.8,23.9,0.062110187,1968,
239,Lorillard,Tobacco,349.5,31,0.08869814,1968,
492,Consolidated Cigar,Tobacco,135.5,8.4,0.06199262,1968,
86,Fortune Brands,Tobacco,918.7,86,0.093610537,1967,
152,Altria Group,Tobacco,502.4,34.2,0.068073248,1967,
213,Liggett Group,Tobacco,368.4,22.3,0.06053203,1967,
250,Lorillard,Tobacco,311.7,29.3,0.094000642,1967,
467,Consolidated Cigar,Tobacco,140.2,8.9,0.063480742,1967,
97,Fortune Brands,Tobacco,707.2,80.5,0.113829186,1966,
147,Altria Group,Tobacco,459.6,26.5,0.057658834,1966,
237,Liggett Group,Tobacco,288.8,21.6,0.074792244,1966,
238,Lorillard,Tobacco,288.7,26.7,0.092483547,1966,
402,Consolidated Cigar,Tobacco,144.5,11.5,0.079584775,1966,
84,Fortune Brands,Tobacco,689.2,73.2,0.106210099,1965,
142,Altria Group,Tobacco,421.5,22.6,0.053618031,1965,
209,Liggett Group,Tobacco,293.2,26.2,0.089358799,1965,
224,Lorillard,Tobacco,276.7,25.3,0.091434767,1965,
380,Consolidated Cigar,Tobacco,137.9,12.5,0.090645395,1965,
77,Fortune Brands,Tobacco,678,68.8,0.101474926,1964,
144,Altria Group,Tobacco,388,22.1,0.056958763,1964,
184,Lorillard,Tobacco,300.8,27.9,0.09275266,1964,
194,Liggett Group,Tobacco,289.6,24.7,0.085290055,1964,
411,Consolidated Cigar,Tobacco,115.6,8.6,0.074394464,1964,
75,Fortune Brands,Tobacco,655.2,68.6,0.104700855,1963,
143,Altria Group,Tobacco,361,21.9,0.06066482,1963,
174,Lorillard,Tobacco,298.6,26.6,0.089082384,1963,
183,Liggett Group,Tobacco,287.7,25.4,0.088286409,1963,
416,Consolidated Cigar,Tobacco,106.6,7.3,0.0684803,1963,
57,Fortune Brands,Tobacco,781.9,68.7,0.087862898,1962,
138,Altria Group,Tobacco,342.6,21.5,0.0627554,1962,
165,Liggett Group,Tobacco,297.5,26.8,0.090084034,1962,
170,Lorillard,Tobacco,284.8,28.4,0.099719101,1962,
422,Consolidated Cigar,Tobacco,94.5,5,0.052910053,1962,
61,Fortune Brands,Tobacco,724.1,62.5,0.086314045,1961,
140,Altria Group,Tobacco,330.5,21,0.063540091,1961,
151,Liggett Group,Tobacco,310.4,28.7,0.09246134,1961,
170,Lorillard,Tobacco,279.9,27.4,0.097892104,1961,
444,Consolidated Cigar,Tobacco,86.3,4.4,0.050984936,1961,
63,Fortune Brands,Tobacco,681.2,63.2,0.092777452,1960,
142,Liggett Group,Tobacco,317.6,30,0.094458438,1960,
156,Altria Group,Tobacco,292.5,17.5,0.05982906,1960,
171,Lorillard,Tobacco,279.7,28.3,0.101179836,1960,
468,Consolidated Cigar,Tobacco,78.6,4,0.050890585,1960,
55,Fortune Brands,Tobacco,637.2,58.8,0.092278719,1959,
134,Liggett Group,Tobacco,316.1,31.2,0.098702942,1959,
147,Altria Group,Tobacco,278.1,17.1,0.061488673,1959,
150,Lorillard,Tobacco,270.6,27,0.099778271,1959,
440,Consolidated Cigar,Tobacco,72.7,3.6,0.049518569,1959,
60,Fortune Brands,Tobacco,621.3,57.1,0.091904072,1958,
131,Liggett Group,Tobacco,318.8,28.3,0.088770389,1958,
170,Altria Group,Tobacco,257.2,15.8,0.061430793,1958,
255,Lorillard,Tobacco,162,10.8,0.066666667,1958,
484,Consolidated Cigar,Tobacco,67.8,3,0.044247788,1958,
64,Fortune Brands,Tobacco,585.2,52,0.08885851,1957,
125,Liggett Group,Tobacco,308.5,26.5,0.085899514,1957,
213,Altria Group,Tobacco,182.5,12.8,0.070136986,1957,
310,Lorillard,Tobacco,115.2,4.5,0.0390625,1957,
478,Consolidated Cigar,Tobacco,64.4,2.8,0.043478261,1957,
56,Fortune Brands,Tobacco,585.9,51.7,0.088240314,1956,
116,Liggett Group,Tobacco,296.1,26.7,0.090172239,1956,
220,Altria Group,Tobacco,157,11.5,0.073248408,1956,
264,Lorillard,Tobacco,129.8,6.6,0.050847458,1956,
498,Consolidated Cigar,Tobacco,55.3,2.2,0.039783002,1956,
48,Fortune Brands,Tobacco,533.1,41.3,0.077471394,1955,
105,Liggett Group,Tobacco,294.1,22.2,0.075484529,1955,
218,Altria Group,Tobacco,142.8,11.4,0.079831933,1955,
235,Lorillard,Tobacco,131.5,6.3,0.047908745,1955,
489,Consolidated Cigar,Tobacco,51,1.8,0.035294118,1955,
443,Fisher-Price,Toy,695.5,41.3,0.05938174,1993,
467,Kenner Parker Toys,Toys,502.8,24.9,0.049522673,1987,
496,Hasbro,"Toys, Sporting Goods",6420.4,428.7,0.066771541,2022,6640
494,Hasbro,"Toys, Sporting Goods",5465.4,222.5,0.040710652,2021,6822
474,Mattel,"Toys, Sporting Goods",5457,318,0.058273777,2017,32000
450,Mattel,"Toys, Sporting Goods",5703,369,0.064702788,2016,31000
439,Mattel,"Toys, Sporting Goods",6024,499,0.082835325,2015,31000
403,Mattel,"Toys, Sporting Goods",6485,904,0.139398612,2014,
395,Mattel,"Toys, Sporting Goods",6420.9,776.5,0.120933203,2013,
388,Mattel,"Toys, Sporting Goods",6266,768.5,0.122646026,2012,
392,Mattel,"Toys, Sporting Goods",5856.2,684.9,0.116952973,2011,
387,Mattel,"Toys, Sporting Goods",5430.8,528.7,0.09735214,2010,
415,Mattel,"Toys, Sporting Goods",5918,379.6,0.064143292,2009,
413,Mattel,"Toys, Sporting Goods",5970.1,600,0.100500829,2008,
406,Mattel,"Toys, Sporting Goods",5650.2,592.9,0.104934339,2007,
416,Mattel,"Toys, Sporting Goods",5179,417,0.080517474,2006,
383,Mattel,"Toys, Sporting Goods",5102.8,572.7,0.1122325,2005,
352,Mattel,"Toys, Sporting Goods",4960.1,537.6,0.108384912,2004,
337,Mattel,"Toys, Sporting Goods",4885.3,230.1,0.047100485,2003,
347,Mattel,"Toys, Sporting Goods",4804.1,298.9,0.062217689,2002,
319,Mattel,"Toys, Sporting Goods",5589.5,-431,-0.077108865,2001,
438,Hasbro,"Toys, Sporting Goods",3787.2,-144.6,-0.038181242,2001,
305,Mattel,"Toys, Sporting Goods",5514.9,-82.4,-0.014941341,2000,
376,Hasbro,"Toys, Sporting Goods",4232.3,189,0.04465657,2000,
331,Mattel,"Toys, Sporting Goods",4781.9,332.3,0.069491206,1999,
445,Hasbro,"Toys, Sporting Goods",3304.5,206.4,0.062460281,1999,
318,Mattel,"Toys, Sporting Goods",4834.6,285.2,0.058991437,1998,
450,Hasbro,"Toys, Sporting Goods",3188.6,135,0.04233833,1998,
363,Mattel,"Toys, Sporting Goods",3786,377.6,0.099735869,1997,
451,Hasbro,"Toys, Sporting Goods",3002.4,199.9,0.066580069,1997,
342,Mattel,"Toys, Sporting Goods",3638.8,357.8,0.098329119,1996,
446,Hasbro,"Toys, Sporting Goods",2858.2,155.6,0.054439857,1996,
354,Mattel,"Toys, Sporting Goods",3205,255.8,0.079812793,1995,
423,Hasbro,"Toys, Sporting Goods",2670.3,175,0.065535708,1995,
169,Hasbro,"Toys, Sporting Goods",2747.2,200,0.072801398,1994,
174,Mattel,"Toys, Sporting Goods",2704.4,117.2,0.043336784,1994,
185,Hasbro,"Toys, Sporting Goods",2541.1,179.2,0.070520641,1993,
230,Mattel,"Toys, Sporting Goods",1880.2,143.9,0.076534411,1993,
198,Hasbro,"Toys, Sporting Goods",2141.1,81.7,0.038157956,1992,
241,Mattel,"Toys, Sporting Goods",1650,112.8,0.068363636,1992,
259,Hasbro,"Toys, Sporting Goods",1520,89.2,0.058684211,1991,
264,Mattel,"Toys, Sporting Goods",1470.6,91.2,0.062015504,1991,
277,Hasbro,"Toys, Sporting Goods",1409.7,92.2,0.065403987,1990,
303,Mattel,"Toys, Sporting Goods",1237,68.7,0.055537591,1990,
273,Hasbro,"Toys, Sporting Goods",1340,72,0.053731343,1989,
337,Mattel,"Toys, Sporting Goods",990,36,0.036363636,1989,
262,Hasbro,"Toys, Sporting Goods",1326,48,0.036199095,1988,
322,Mattel,"Toys, Sporting Goods",1020,-113,-0.110784314,1988,
243,Hasbro,"Toys, Sporting Goods",1329.6,99.2,0.074608905,1987,
289,Mattel,"Toys, Sporting Goods",1058.7,-1,-0.000944555,1987,
272,Hasbro,"Toys, Sporting Goods",1220.4,99,0.081120944,1986,
300,Mattel,"Toys, Sporting Goods",1050.9,78.7,0.074888191,1986,
334,Mattel,"Toys, Sporting Goods",880.9,71.3,0.080939948,1985,
373,Hasbro,"Toys, Sporting Goods",714.4,52.4,0.073348264,1985,
248,Mattel,"Toys, Sporting Goods",1341.9,42.4,0.031596989,1984,
272,Mattel,"Toys, Sporting Goods",1134.3,39.1,0.034470599,1983,
330,Mattel,"Toys, Sporting Goods",915.7,7.9,0.00862728,1982,
349,Mattel,"Toys, Sporting Goods",805.1,30.6,0.038007701,1981,
449,Mattel,"Toys, Sporting Goods",493.6,30.1,0.060980551,1980,
459,Mattel,"Toys, Sporting Goods",436.6,28.8,0.065964269,1979,
468,Mattel,"Toys, Sporting Goods",386.3,23.5,0.060833549,1978,
486,Mattel,"Toys, Sporting Goods",340.9,25.6,0.075095336,1977,
466,Mattel,"Toys, Sporting Goods",329.3,-19.9,-0.060431218,1976,
434,Mattel,"Toys, Sporting Goods",360.9,-5.4,-0.014962594,1975,
409,Mattel,"Toys, Sporting Goods",342.8,-32.4,-0.094515753,1974,
410,Mattel,"Toys, Sporting Goods",278.5,-29.9,-0.107360862,1973,
299,Mattel,"Toys, Sporting Goods",357.9,17.4,0.048616932,1972,
349,Mattel,"Toys, Sporting Goods",288.6,12.1,0.041926542,1971,
411,Mattel,"Toys, Sporting Goods",210.9,7.4,0.035087719,1970,
468,Mattel,"Toys, Sporting Goods",154.2,4.5,0.029182879,1969,
480,Moore Mccormack Resources,Transportation,462.4,-121.4,-0.262543253,1987,
426,Moore Mccormack Resources,Transportation,583.7,21.2,0.036320027,1986,
447,Moore Mccormack Resources,Transportation,528.8,19,0.035930408,1985,
496,Moore Mccormack Resources,Transportation,423.4,11.5,0.027161077,1984,
78,Greyhound,Transportation,4525.6,103.1,0.02278151,1983,
419,Moore Mccormack Resources,Transportation,568.2,6.6,0.011615628,1983,
82,Greyhound,Transportation,4699.1,138.2,0.029409887,1982,
377,Moore Mccormack Resources,Transportation,747.4,51.4,0.068771742,1982,
78,Greyhound,Transportation,4766.1,118.3,0.024821133,1981,
411,Moore Mccormack Resources,Transportation,641.1,47.1,0.073467478,1981,
65,Greyhound,Transportation,4700.1,123,0.026169656,1980,
468,Moore Mccormack Resources,Transportation,461.2,40.5,0.087814397,1980,
55,Greyhound,Transportation,4351.2,58.4,0.013421585,1979,
53,Greyhound,Transportation,3841.5,82.5,0.021475986,1978,
49,Greyhound,Transportation,3727.3,77.1,0.020685214,1977,
41,Greyhound,Transportation,3733.3,81.2,0.021750194,1976,
45,Greyhound,Transportation,3458.3,58,0.016771246,1975,
32,Greyhound,Transportation,3408.7,76.4,0.022413237,1974,
31,Greyhound,Transportation,2903.6,66.8,0.023005924,1973,
33,Greyhound,Transportation,2616.1,70.5,0.026948511,1972,
29,Greyhound,Transportation,2740,55.5,0.020255474,1971,
233,C.H. Robinson Worldwide,Transportation And Logistics,17596.4,325.1,0.01847537,2024,15246
350,Ryder System,Transportation And Logistics,11783,406,0.03445642,2024,47500
402,Gxo Logistics,Transportation And Logistics,9778,229,0.023419922,2024,109000
420,Expeditors International Of Washington,Transportation And Logistics,9300.1,752.9,0.080956119,2024,18452
475,Xpo Logistics,Transportation And Logistics,7744,189,0.024405992,2024,39450
160,C.H. Robinson Worldwide,Transportation And Logistics,24697,941,0.038101794,2023,17399
245,Expeditors International Of Washington,Transportation And Logistics,17071,1357,0.079491535,2023,20302
345,Ryder System,Transportation And Logistics,12011,867,0.072183831,2023,48300
423,Gxo Logistics,Transportation And Logistics,8993,197,0.021905927,2023,112000
478,Xpo Logistics,Transportation And Logistics,7718,666,0.086291785,2023,39500
154,C.H. Robinson Worldwide,Transportation And Logistics,23102.1,844.2,0.036542133,2022,16877
225,Expeditors International Of Washington,Transportation And Logistics,16523.5,1415.5,0.08566587,2022,19070
291,Xpo Logistics,Transportation And Logistics,12806,336,0.026237701,2022,44700
365,Ryder System,Transportation And Logistics,9663,519,0.053710028,2022,42800
430,Gxo Logistics,Transportation And Logistics,7940,153,0.019269521,2022,97500
190,Xpo Logistics,Transportation And Logistics,16252,110,0.006768398,2021,119750
191,C.H. Robinson Worldwide,Transportation And Logistics,16207.1,506.4,0.031245565,2021,14888
299,Expeditors International Of Washington,Transportation And Logistics,10116.5,696.1,0.068808382,2021,17480
357,Ryder System,Transportation And Logistics,8420.1,-122.3,-0.014524768,2021,39000
196,Xpo Logistics,Transportation And Logistics,16648,419,0.025168188,2020,100000
208,C.H. Robinson Worldwide,Transportation And Logistics,15310,577,0.037687786,2020,15427
354,Ryder System,Transportation And Logistics,8926,24,0.002688774,2020,39900
389,Expeditors International Of Washington,Transportation And Logistics,8175,590,0.072171254,2020,18000
180,Xpo Logistics,Transportation And Logistics,17279,422,0.02442271,2019,100000
185,C.H. Robinson Worldwide,Transportation And Logistics,16631,665,0.039985569,2019,15262
363,Ryder System,Transportation And Logistics,8409,273,0.032465216,2019,39600
374,Expeditors International Of Washington,Transportation And Logistics,8138,618,0.075940034,2019,17400
186,Xpo Logistics,Transportation And Logistics,15380.8,340.2,0.022118485,2018,95000
193,C.H. Robinson Worldwide,Transportation And Logistics,14869.4,504.9,0.03395564,2018,15074
387,Ryder System,Transportation And Logistics,7329.6,790.6,0.107864003,2018,36100
408,Expeditors International Of Washington,Transportation And Logistics,6920.9,489.3,0.070698898,2018,16500
191,Xpo Logistics,Transportation And Logistics,14619,69,0.004719885,2017,87000
212,C.H. Robinson Worldwide,Transportation And Logistics,13144,513.4,0.039059647,2017,14125
394,Ryder System,Transportation And Logistics,6787,262.5,0.038676882,2017,34500
429,Expeditors International Of Washington,Transportation And Logistics,6098,430.8,0.070646113,2017,16000
208,C.H. Robinson Worldwide,Transportation And Logistics,13476,510,0.037845058,2016,13159
353,Xpo Logistics,Transportation And Logistics,7623,191,0.025055752,2016,89000
390,Expeditors International Of Washington,Transportation And Logistics,6617,457,0.069064531,2016,15397
395,Ryder System,Transportation And Logistics,6572,305,0.046409008,2016,33100
225,C.H. Robinson Worldwide,Transportation And Logistics,13470,450,0.033407572,2015,11521
407,Ryder System,Transportation And Logistics,6639,219,0.032986896,2015,30600
413,Expeditors International Of Washington,Transportation And Logistics,6565,377,0.057425743,2015,14659
456,Con-Way,Transportation And Logistics,5806,137,0.02359628,2015,30100
220,C.H. Robinson Worldwide,Transportation And Logistics,12752,416,0.032622334,2014,
406,Ryder System,Transportation And Logistics,6419,238,0.037077426,2014,
